lane,backend,format,bit_width,metric,unit,median,p90,warmup_excluded,artifact,notes
metal,agx_format_counters,float32,32,gpu_write_bandwidth_avg,pct,0.184,0.049,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=float32, n_samples=78751, p50_pct=0.049"
metal,agx_format_counters,float32,32,llc_utilization_peak,pct,33.594,7.285,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=float32, n_samples=78751, p90_pct=0.100, p50_pct=0.098"
metal,agx_format_counters,float32,32,llc_utilization_avg,pct,0.299,0.100,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=float32, n_samples=78751, p50_pct=0.098"
metal,agx_format_counters,float32,32,top_performance_limiter_peak,pct,100.000,31.994,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=float32, n_samples=78748, p90_pct=0.100, p50_pct=0.098"
metal,agx_format_counters,float32,32,top_performance_limiter_avg,pct,0.898,0.100,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=float32, n_samples=78748, p50_pct=0.098"
metal,agx_format_counters,float32,32,total_occupancy_peak,pct,166.221,41.973,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=float32, n_samples=69476, p90_pct=0.027, p50_pct=0.021"
metal,agx_format_counters,float32,32,total_occupancy_avg,pct,0.989,0.027,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=float32, n_samples=69476, p50_pct=0.021"
metal,agx_format_counters,fp8_e4m3,8,alu_utilization_peak,pct,81.728,19.136,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.429, p50_pct=0.427"
metal,agx_format_counters,fp8_e4m3,8,alu_utilization_avg,pct,0.902,0.429,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.427"
metal,agx_format_counters,fp8_e4m3,8,compute_occupancy_peak,pct,60.281,0.288,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.146, p50_pct=0.122"
metal,agx_format_counters,fp8_e4m3,8,compute_occupancy_avg,pct,0.117,0.146,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.122"
metal,agx_format_counters,fp8_e4m3,8,f16_utilization_peak,pct,25.783,4.931,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,fp8_e4m3,8,f16_utilization_avg,pct,0.161,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.000"
metal,agx_format_counters,fp8_e4m3,8,f32_utilization_peak,pct,23.882,4.043,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.082, p50_pct=0.082"
metal,agx_format_counters,fp8_e4m3,8,f32_utilization_avg,pct,0.164,0.082,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.082"
metal,agx_format_counters,fp8_e4m3,8,fragment_occupancy_peak,pct,100.000,49.305,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,fp8_e4m3,8,fragment_occupancy_avg,pct,1.059,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.000"
metal,agx_format_counters,fp8_e4m3,8,gpu_read_bandwidth_peak,pct,40.309,10.679,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.032, p50_pct=0.032"
metal,agx_format_counters,fp8_e4m3,8,gpu_read_bandwidth_avg,pct,0.304,0.032,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.032"
metal,agx_format_counters,fp8_e4m3,8,gpu_write_bandwidth_peak,pct,66.923,5.144,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.049, p50_pct=0.049"
metal,agx_format_counters,fp8_e4m3,8,gpu_write_bandwidth_avg,pct,0.220,0.049,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.049"
metal,agx_format_counters,fp8_e4m3,8,llc_utilization_peak,pct,40.538,11.132,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p90_pct=0.143, p50_pct=0.141"
metal,agx_format_counters,fp8_e4m3,8,llc_utilization_avg,pct,0.380,0.143,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78857, p50_pct=0.141"
metal,agx_format_counters,fp8_e4m3,8,top_performance_limiter_peak,pct,100.000,43.230,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78854, p90_pct=0.431, p50_pct=0.430"
metal,agx_format_counters,fp8_e4m3,8,top_performance_limiter_avg,pct,1.337,0.431,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=78854, p50_pct=0.430"
metal,agx_format_counters,fp8_e4m3,8,total_occupancy_peak,pct,163.367,60.541,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=62845, p90_pct=0.152, p50_pct=0.129"
metal,agx_format_counters,fp8_e4m3,8,total_occupancy_avg,pct,1.477,0.152,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e4m3, n_samples=62845, p50_pct=0.129"
metal,agx_format_counters,fp8_e5m2,8,alu_utilization_peak,pct,81.798,17.047,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.429, p50_pct=0.427"
metal,agx_format_counters,fp8_e5m2,8,alu_utilization_avg,pct,0.850,0.429,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.427"
metal,agx_format_counters,fp8_e5m2,8,compute_occupancy_peak,pct,5.381,0.295,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.147, p50_pct=0.123"
metal,agx_format_counters,fp8_e5m2,8,compute_occupancy_avg,pct,0.111,0.147,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.123"
metal,agx_format_counters,fp8_e5m2,8,f16_utilization_peak,pct,25.761,3.575,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,fp8_e5m2,8,f16_utilization_avg,pct,0.148,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.000"
metal,agx_format_counters,fp8_e5m2,8,f32_utilization_peak,pct,23.580,3.617,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.082, p50_pct=0.082"
metal,agx_format_counters,fp8_e5m2,8,f32_utilization_avg,pct,0.158,0.082,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.082"
metal,agx_format_counters,fp8_e5m2,8,fragment_occupancy_peak,pct,100.000,42.303,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,fp8_e5m2,8,fragment_occupancy_avg,pct,0.961,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.000"
metal,agx_format_counters,fp8_e5m2,8,gpu_read_bandwidth_peak,pct,39.839,7.442,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.031, p50_pct=0.031"
metal,agx_format_counters,fp8_e5m2,8,gpu_read_bandwidth_avg,pct,0.270,0.031,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.031"
metal,agx_format_counters,fp8_e5m2,8,gpu_write_bandwidth_peak,pct,66.798,4.462,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.049, p50_pct=0.049"
metal,agx_format_counters,fp8_e5m2,8,gpu_write_bandwidth_avg,pct,0.196,0.049,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.049"
metal,agx_format_counters,fp8_e5m2,8,llc_utilization_peak,pct,37.787,8.254,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p90_pct=0.143, p50_pct=0.141"
metal,agx_format_counters,fp8_e5m2,8,llc_utilization_avg,pct,0.350,0.143,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78760, p50_pct=0.141"
metal,agx_format_counters,fp8_e5m2,8,top_performance_limiter_peak,pct,100.000,36.400,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78757, p90_pct=0.431, p50_pct=0.429"
metal,agx_format_counters,fp8_e5m2,8,top_performance_limiter_avg,pct,1.250,0.431,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=78757, p50_pct=0.429"
metal,agx_format_counters,fp8_e5m2,8,total_occupancy_peak,pct,100.058,53.260,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=64107, p90_pct=0.156, p50_pct=0.131"
metal,agx_format_counters,fp8_e5m2,8,total_occupancy_avg,pct,1.317,0.156,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=fp8_e5m2, n_samples=64107, p50_pct=0.131"
metal,agx_format_counters,int8,8,alu_utilization_peak,pct,81.711,14.079,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.025, p50_pct=0.023"
metal,agx_format_counters,int8,8,alu_utilization_avg,pct,0.482,0.025,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.023"
metal,agx_format_counters,int8,8,compute_occupancy_peak,pct,5.457,0.042,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.025, p50_pct=0.018"
metal,agx_format_counters,int8,8,compute_occupancy_avg,pct,0.024,0.025,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.018"
metal,agx_format_counters,int8,8,f16_utilization_peak,pct,25.829,2.902,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,int8,8,f16_utilization_avg,pct,0.133,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.000"
metal,agx_format_counters,int8,8,f32_utilization_peak,pct,23.795,2.662,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,int8,8,f32_utilization_avg,pct,0.085,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.000"
metal,agx_format_counters,int8,8,fragment_occupancy_peak,pct,100.000,33.336,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,int8,8,fragment_occupancy_avg,pct,0.812,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.000"
metal,agx_format_counters,int8,8,gpu_read_bandwidth_peak,pct,35.378,5.818,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.021, p50_pct=0.021"
metal,agx_format_counters,int8,8,gpu_read_bandwidth_avg,pct,0.224,0.021,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.021"
metal,agx_format_counters,int8,8,gpu_write_bandwidth_peak,pct,30.215,3.811,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.049, p50_pct=0.049"
metal,agx_format_counters,int8,8,gpu_write_bandwidth_avg,pct,0.174,0.049,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.049"
metal,agx_format_counters,int8,8,llc_utilization_peak,pct,33.339,6.565,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p90_pct=0.102, p50_pct=0.100"
metal,agx_format_counters,int8,8,llc_utilization_avg,pct,0.291,0.102,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78770, p50_pct=0.100"
metal,agx_format_counters,int8,8,top_performance_limiter_peak,pct,100.000,30.573,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78767, p90_pct=0.102, p50_pct=0.100"
metal,agx_format_counters,int8,8,top_performance_limiter_avg,pct,0.867,0.102,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=78767, p50_pct=0.100"
metal,agx_format_counters,int8,8,total_occupancy_peak,pct,157.612,39.727,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=70082, p90_pct=0.026, p50_pct=0.018"
metal,agx_format_counters,int8,8,total_occupancy_avg,pct,0.941,0.026,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=int8, n_samples=70082, p50_pct=0.018"
metal,agx_format_counters,mxfp4,4,alu_utilization_peak,pct,81.653,19.849,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.264, p50_pct=0.262"
metal,agx_format_counters,mxfp4,4,alu_utilization_avg,pct,0.813,0.264,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.262"
metal,agx_format_counters,mxfp4,4,compute_occupancy_peak,pct,5.613,0.381,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.225, p50_pct=0.204"
metal,agx_format_counters,mxfp4,4,compute_occupancy_avg,pct,0.156,0.225,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.204"
metal,agx_format_counters,mxfp4,4,f16_utilization_peak,pct,25.731,5.829,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,mxfp4,4,f16_utilization_avg,pct,0.181,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.000"
metal,agx_format_counters,mxfp4,4,f32_utilization_peak,pct,25.870,4.686,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.017, p50_pct=0.016"
metal,agx_format_counters,mxfp4,4,f32_utilization_avg,pct,0.127,0.017,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.016"
metal,agx_format_counters,mxfp4,4,fragment_occupancy_peak,pct,100.000,54.800,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,mxfp4,4,fragment_occupancy_avg,pct,1.207,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.000"
metal,agx_format_counters,mxfp4,4,gpu_read_bandwidth_peak,pct,38.728,14.045,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.026, p50_pct=0.026"
metal,agx_format_counters,mxfp4,4,gpu_read_bandwidth_avg,pct,0.329,0.026,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.026"
metal,agx_format_counters,mxfp4,4,gpu_write_bandwidth_peak,pct,33.265,5.694,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.049, p50_pct=0.049"
metal,agx_format_counters,mxfp4,4,gpu_write_bandwidth_avg,pct,0.239,0.049,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.049"
metal,agx_format_counters,mxfp4,4,llc_utilization_peak,pct,34.526,12.717,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p90_pct=0.133, p50_pct=0.129"
metal,agx_format_counters,mxfp4,4,llc_utilization_avg,pct,0.391,0.133,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78361, p50_pct=0.129"
metal,agx_format_counters,mxfp4,4,top_performance_limiter_peak,pct,100.000,45.610,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78358, p90_pct=0.266, p50_pct=0.264"
metal,agx_format_counters,mxfp4,4,top_performance_limiter_avg,pct,1.298,0.266,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=78358, p50_pct=0.264"
metal,agx_format_counters,mxfp4,4,total_occupancy_peak,pct,100.032,69.214,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=56411, p90_pct=0.347, p50_pct=0.207"
metal,agx_format_counters,mxfp4,4,total_occupancy_avg,pct,1.894,0.347,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp4, n_samples=56411, p50_pct=0.207"
metal,agx_format_counters,mxfp6,6,alu_utilization_peak,pct,81.228,31.275,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.325, p50_pct=0.322"
metal,agx_format_counters,mxfp6,6,alu_utilization_avg,pct,1.216,0.325,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.322"
metal,agx_format_counters,mxfp6,6,compute_occupancy_peak,pct,99.043,0.370,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.222, p50_pct=0.209"
metal,agx_format_counters,mxfp6,6,compute_occupancy_avg,pct,0.164,0.222,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.209"
metal,agx_format_counters,mxfp6,6,f16_utilization_peak,pct,25.666,8.709,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,mxfp6,6,f16_utilization_avg,pct,0.245,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.000"
metal,agx_format_counters,mxfp6,6,f32_utilization_peak,pct,39.503,5.044,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.031, p50_pct=0.030"
metal,agx_format_counters,mxfp6,6,f32_utilization_avg,pct,0.187,0.031,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.030"
metal,agx_format_counters,mxfp6,6,fragment_occupancy_peak,pct,100.000,54.370,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.000, p50_pct=0.000"
metal,agx_format_counters,mxfp6,6,fragment_occupancy_avg,pct,1.793,0.000,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.000"
metal,agx_format_counters,mxfp6,6,gpu_read_bandwidth_peak,pct,48.648,11.512,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.027, p50_pct=0.027"
metal,agx_format_counters,mxfp6,6,gpu_read_bandwidth_avg,pct,0.411,0.027,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.027"
metal,agx_format_counters,mxfp6,6,gpu_write_bandwidth_peak,pct,62.395,5.844,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.066, p50_pct=0.049"
metal,agx_format_counters,mxfp6,6,gpu_write_bandwidth_avg,pct,0.291,0.066,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.049"
metal,agx_format_counters,mxfp6,6,llc_utilization_peak,pct,36.528,10.649,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p90_pct=0.143, p50_pct=0.141"
metal,agx_format_counters,mxfp6,6,llc_utilization_avg,pct,0.493,0.143,yes,../apple_re/results/typed_metal_suite_20260401_apple_sync/typed_format_agx_20260401/gpu_hardware_counters.csv,"format_variant=mxfp6, n_samples=81173, p50_pct=0.141"
