variant_trace,schema,baseline_density_rps,variant_density_rps,delta_density_rps
gpu_fmt_mxfp4.trace,metal-driver-intervals,692.6436779277886,688.9080431357461,-3.7356347920425605
gpu_fmt_mxfp4.trace,metal-gpu-intervals,585.1470017047351,525.5476335310137,-59.59936817372136
gpu_fmt_mxfp4.trace,metal-gpu-state-intervals,1133.7856982771123,1026.376257713943,-107.40944056316926
gpu_fmt_mxfp6.trace,metal-application-encoders-list,259.61461427454446,219.42869681639817,-40.18591745814629
gpu_fmt_mxfp6.trace,metal-command-buffer-completed,301.19351734195203,308.57160489805995,7.378087556107914
gpu_fmt_mxfp6.trace,metal-driver-intervals,692.6436779277886,889.7147941227395,197.07111619495083
gpu_fmt_mxfp6.trace,metal-gpu-intervals,585.1470017047351,929.1433880819361,343.996386377201
gpu_fmt_mxfp6.trace,metal-gpu-state-intervals,1133.7856982771123,1694.5723968985126,560.7866986214003
gpu_fmt_mxfp8.trace,metal-application-encoders-list,259.61461427454446,74.69637092350392,-184.91824335104053
gpu_fmt_mxfp8.trace,metal-command-buffer-completed,301.19351734195203,103.29107541765777,-197.90244192429427
gpu_fmt_mxfp8.trace,metal-driver-intervals,692.6436779277886,359.76806776828255,-332.8756101595061
gpu_fmt_mxfp8.trace,metal-gpu-intervals,585.1470017047351,427.7534366166279,-157.3935650881072
gpu_fmt_mxfp8.trace,metal-gpu-state-intervals,1133.7856982771123,830.7053438250612,-303.0803544520511
gpu_fmt_mxint8.trace,metal-application-encoders-list,259.61461427454446,184.28893625690452,-75.32567801763994
gpu_fmt_mxint8.trace,metal-command-buffer-completed,301.19351734195203,254.83704466775077,-46.35647267420126
gpu_fmt_mxint8.trace,metal-driver-intervals,692.6436779277886,795.4659162651543,102.82223833736566
gpu_fmt_mxint8.trace,metal-gpu-intervals,585.1470017047351,873.2128112485359,288.0658095438008
gpu_fmt_mxint8.trace,metal-gpu-state-intervals,1133.7856982771123,1675.8775140862256,542.0918158091133
gpu_fmt_tf32.trace,metal-application-encoders-list,259.61461427454446,127.20503215156877,-132.40958212297568
gpu_fmt_tf32.trace,metal-command-buffer-completed,301.19351734195203,173.9131298947229,-127.28038744722912
gpu_fmt_tf32.trace,metal-driver-intervals,692.6436779277886,644.472369924159,-48.17130800362963
gpu_fmt_tf32.trace,metal-gpu-intervals,585.1470017047351,791.0562936925683,205.90929198783317
gpu_fmt_tf32.trace,metal-gpu-state-intervals,1133.7856982771123,1525.9634911619833,392.177792884871
gpu_fmt_uint8.trace,metal-application-encoders-list,259.61461427454446,254.4038701188742,-5.210744155670255
gpu_fmt_uint8.trace,metal-command-buffer-completed,301.19351734195203,323.96742835450385,22.77391101255182
gpu_fmt_uint8.trace,metal-driver-intervals,692.6436779277886,656.8787427678744,-35.76493515991422
gpu_fmt_uint8.trace,metal-gpu-intervals,585.1470017047351,405.45616800195575,-179.69083370277934
gpu_fmt_uint8.trace,metal-gpu-state-intervals,1133.7856982771123,803.9559801803485,-329.8297180967637
