lane,probe_group,probe_name,status,profile,mode,elements,local_size,workgroups_x,build_ns,dispatch_ns,kernel_ns,read_ns,checksum,device_name,platform_name,artifact
vulkan,throughput_uvec4,throughput_uvec4_mad24,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/throughput_uvec4_mad24.raw.log
vulkan,throughput_ivec4,throughput_ivec4_mad24,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/throughput_ivec4_mad24.raw.log
vulkan,throughput_u8_packed,throughput_u8_packed_mad,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/throughput_u8_packed_mad.raw.log
vulkan,throughput_i8_packed,throughput_i8_packed_mad,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/throughput_i8_packed_mad.raw.log
vulkan,occupancy_gpr_04,occupancy_gpr_04,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_04.raw.log
vulkan,occupancy_gpr_08,occupancy_gpr_08,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_08.raw.log
vulkan,occupancy_gpr_16,occupancy_gpr_16,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_16.raw.log
vulkan,occupancy_gpr_24,occupancy_gpr_24,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_24.raw.log
vulkan,occupancy_gpr_32,occupancy_gpr_32,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_32.raw.log
vulkan,occupancy_gpr_48,occupancy_gpr_48,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_48.raw.log
vulkan,occupancy_gpr_64,occupancy_gpr_64,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_64.raw.log
vulkan,occupancy_gpr_96,occupancy_gpr_96,fail,default,,,,,,,,,,,/Users/eirikr/Documents/GitHub/steinmarder/src/sass_re/results/terascale_vk_probe_suite_20260402_001434/runs/occupancy_gpr_96.raw.log
