probe,mnemonic,count,flags
probe_int64_arithmetic,ISETP.GT.U32.AND,1,O3_fast_math_restrict
probe_int64_arithmetic,ISETP.GT.U32.AND.EX,1,O3_fast_math_restrict
probe_int64_arithmetic,ISETP.NE.AND,4,O3_fast_math_restrict
probe_int64_arithmetic,ISETP.NE.AND.EX,1,O3_fast_math_restrict
probe_int64_arithmetic,ISETP.NE.OR,1,O3_fast_math_restrict
probe_int64_arithmetic,ISETP.NE.U32.AND,1,O3_fast_math_restrict
probe_int64_arithmetic,LDG.E.64,8,O3_fast_math_restrict
probe_int64_arithmetic,LEA,1,O3_fast_math_restrict
probe_int64_arithmetic,LEA.HI.X,1,O3_fast_math_restrict
probe_int64_arithmetic,LOP3.LUT,1,O3_fast_math_restrict
probe_int64_arithmetic,MOV,7,O3_fast_math_restrict
probe_int64_arithmetic,NOP,75,O3_fast_math_restrict
probe_int64_arithmetic,PLOP3.LUT,3,O3_fast_math_restrict
probe_int64_arithmetic,S2R,10,O3_fast_math_restrict
probe_int64_arithmetic,SEL,1,O3_fast_math_restrict
probe_int64_arithmetic,SHF.L.U32,1,O3_fast_math_restrict
probe_int64_arithmetic,SHF.L.U64.HI,1,O3_fast_math_restrict
probe_int64_arithmetic,SHF.L.W.U32.HI,2,O3_fast_math_restrict
probe_int64_arithmetic,SHF.R.S32.HI,1,O3_fast_math_restrict
probe_int64_arithmetic,STG.E,1,O3_fast_math_restrict
probe_int64_arithmetic,STG.E.64,4,O3_fast_math_restrict
probe_int64_arithmetic,UFLO.U32,4,O3_fast_math_restrict
probe_int64_arithmetic,UIADD3,4,O3_fast_math_restrict
probe_int64_arithmetic,UIMAD.WIDE.U32,4,O3_fast_math_restrict
probe_int64_arithmetic,ULDC.64,6,O3_fast_math_restrict
probe_int64_arithmetic,UMOV,4,O3_fast_math_restrict
probe_int64_arithmetic,UPOPC,4,O3_fast_math_restrict
probe_int64_arithmetic,VOTEU.ANY,4,O3_fast_math_restrict
probe_int128_uint128_emulated,BRA,4,O3_fast_math_restrict
probe_int128_uint128_emulated,EXIT,4,O3_fast_math_restrict
probe_int128_uint128_emulated,IADD3,7,O3_fast_math_restrict
probe_int128_uint128_emulated,IADD3.X,1,O3_fast_math_restrict
probe_int128_uint128_emulated,IMAD,2,O3_fast_math_restrict
probe_int128_uint128_emulated,IMAD.MOV.U32,12,O3_fast_math_restrict
probe_int128_uint128_emulated,IMAD.SHL.U32,6,O3_fast_math_restrict
probe_int128_uint128_emulated,IMAD.WIDE,6,O3_fast_math_restrict
probe_int128_uint128_emulated,IMAD.WIDE.U32,4,O3_fast_math_restrict
probe_int128_uint128_emulated,IMAD.WIDE.U32.X,1,O3_fast_math_restrict
probe_int128_uint128_emulated,IMAD.X,3,O3_fast_math_restrict
probe_int128_uint128_emulated,ISETP.GT.AND.EX,1,O3_fast_math_restrict
probe_int128_uint128_emulated,ISETP.GT.U32.AND,1,O3_fast_math_restrict
probe_int128_uint128_emulated,ISETP.NE.AND,2,O3_fast_math_restrict
probe_int128_uint128_emulated,ISETP.NE.AND.EX,1,O3_fast_math_restrict
probe_int128_uint128_emulated,ISETP.NE.U32.AND,1,O3_fast_math_restrict
probe_int128_uint128_emulated,LDG.E.64,8,O3_fast_math_restrict
probe_int128_uint128_emulated,LEA,3,O3_fast_math_restrict
probe_int128_uint128_emulated,LEA.HI.X,3,O3_fast_math_restrict
probe_int128_uint128_emulated,LOP3.LUT,3,O3_fast_math_restrict
probe_int128_uint128_emulated,MOV,5,O3_fast_math_restrict
probe_int128_uint128_emulated,NOP,43,O3_fast_math_restrict
probe_int128_uint128_emulated,S2R,4,O3_fast_math_restrict
probe_int128_uint128_emulated,SEL,1,O3_fast_math_restrict
probe_int128_uint128_emulated,SHF.L.U32,1,O3_fast_math_restrict
probe_int128_uint128_emulated,SHF.L.U64.HI,2,O3_fast_math_restrict
probe_int128_uint128_emulated,SHF.R.S32.HI,3,O3_fast_math_restrict
probe_int128_uint128_emulated,SHF.R.U32.HI,2,O3_fast_math_restrict
probe_int128_uint128_emulated,SHF.R.U64,1,O3_fast_math_restrict
probe_int128_uint128_emulated,STG.E.64,8,O3_fast_math_restrict
probe_int128_uint128_emulated,ULDC.64,4,O3_fast_math_restrict
probe_int_arith,BRA,6,O3_fast_math_restrict
probe_int_arith,EXIT,6,O3_fast_math_restrict
probe_int_arith,IADD3,7,O3_fast_math_restrict
probe_int_arith,IMAD,17,O3_fast_math_restrict
probe_int_arith,IMAD.IADD,1,O3_fast_math_restrict
probe_int_arith,IMAD.MOV.U32,4,O3_fast_math_restrict
probe_int_arith,IMAD.WIDE,20,O3_fast_math_restrict
probe_int_arith,ISETP.GE.AND,2,O3_fast_math_restrict
probe_int_arith,ISETP.GE.U32.AND,1,O3_fast_math_restrict
probe_int_arith,ISETP.GT.AND,2,O3_fast_math_restrict
probe_int_arith,ISETP.GT.U32.AND,1,O3_fast_math_restrict
probe_int_arith,ISETP.NE.AND,2,O3_fast_math_restrict
probe_int_arith,LDG.E,17,O3_fast_math_restrict
probe_int_arith,LEA,1,O3_fast_math_restrict
probe_int_arith,MOV,11,O3_fast_math_restrict
probe_int_arith,NOP,67,O3_fast_math_restrict
probe_int_arith,S2R,6,O3_fast_math_restrict
probe_int_arith,SEL,2,O3_fast_math_restrict
probe_int_arith,STG.E,5,O3_fast_math_restrict
probe_int_arith,STG.E.64,1,O3_fast_math_restrict
probe_int_arith,ULDC.64,6,O3_fast_math_restrict
probe_l1_l2_dram_boundary,BRA,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,CS2R,3,O3_fast_math_restrict
probe_l1_l2_dram_boundary,EXIT,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,IADD3,2,O3_fast_math_restrict
probe_l1_l2_dram_boundary,IMAD.MOV.U32,4,O3_fast_math_restrict
probe_l1_l2_dram_boundary,IMAD.X,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,ISETP.NE.AND,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,LDG.E,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,LEA,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,LEA.HI.X,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,MOV,2,O3_fast_math_restrict
probe_l1_l2_dram_boundary,NOP,8,O3_fast_math_restrict
probe_l1_l2_dram_boundary,SHF.R.S32.HI,1,O3_fast_math_restrict
probe_l1_l2_dram_boundary,STG.E.64.STRONG.SYS,3,O3_fast_math_restrict
probe_l1_l2_dram_boundary,ULDC.64,1,O3_fast_math_restrict
probe_memory,ATOMG.E.AND.STRONG.GPU,1,O3_fast_math_restrict
probe_memory,ATOMG.E.CAS.STRONG.GPU,1,O3_fast_math_restrict
probe_memory,ATOMG.E.EXCH.STRONG.GPU,1,O3_fast_math_restrict
probe_memory,ATOMG.E.MAX.S32.STRONG.GPU,1,O3_fast_math_restrict
probe_memory,ATOMG.E.MIN.S32.STRONG.GPU,1,O3_fast_math_restrict
probe_memory,ATOMG.E.OR.STRONG.GPU,1,O3_fast_math_restrict
probe_memory,ATOMG.E.XOR.STRONG.GPU,1,O3_fast_math_restrict
probe_memory,ATOMS.POPC.INC.32,1,O3_fast_math_restrict
probe_memory,BAR.SYNC.DEFER_BLOCKING,6,O3_fast_math_restrict
probe_memory,BRA,7,O3_fast_math_restrict
probe_memory,BSSY,2,O3_fast_math_restrict
probe_memory,BSYNC,2,O3_fast_math_restrict
probe_memory,CCTL.IVALL,1,O3_fast_math_restrict
probe_memory,ERRBAR,1,O3_fast_math_restrict
probe_memory,EXIT,7,O3_fast_math_restrict
probe_memory,FADD.FTZ,13,O3_fast_math_restrict
probe_memory,FLO.U32,1,O3_fast_math_restrict
probe_memory,IADD3,7,O3_fast_math_restrict
probe_memory,IMAD.IADD,1,O3_fast_math_restrict
probe_memory,IMAD.MOV.U32,29,O3_fast_math_restrict
probe_memory,IMAD.U32,1,O3_fast_math_restrict
probe_memory,IMAD.WIDE,15,O3_fast_math_restrict
probe_memory,ISETP.EQ.U32.AND,2,O3_fast_math_restrict
probe_memory,ISETP.GT.AND,1,O3_fast_math_restrict
probe_memory,ISETP.NE.AND,2,O3_fast_math_restrict
probe_memory,LDG.E,8,O3_fast_math_restrict
probe_memory,LDG.E.128,1,O3_fast_math_restrict
probe_memory,LDG.E.64,1,O3_fast_math_restrict
probe_memory,LDG.E.CONSTANT,1,O3_fast_math_restrict
probe_memory,LDS,10,O3_fast_math_restrict
probe_memory,LEA,1,O3_fast_math_restrict
probe_memory,LEA.HI,1,O3_fast_math_restrict
probe_memory,LEA.HI.X,1,O3_fast_math_restrict
probe_memory,LOP3.LUT,4,O3_fast_math_restrict
probe_memory,MEMBAR.SC.CTA,1,O3_fast_math_restrict
probe_memory,MEMBAR.SC.GPU,1,O3_fast_math_restrict
probe_memory,MOV,37,O3_fast_math_restrict
probe_memory,NOP,86,O3_fast_math_restrict
probe_memory,POPC,2,O3_fast_math_restrict
probe_memory,REDUX.MAX.S32,1,O3_fast_math_restrict
probe_memory,REDUX.MIN.S32,1,O3_fast_math_restrict
probe_memory,S2R,10,O3_fast_math_restrict
probe_memory,SHFL.IDX,1,O3_fast_math_restrict
probe_memory,SHF.L.U32,2,O3_fast_math_restrict
probe_memory,SHF.R.S32.HI,2,O3_fast_math_restrict
probe_memory,STG.E,9,O3_fast_math_restrict
probe_memory,STG.E.128,1,O3_fast_math_restrict
probe_memory,STG.E.64,1,O3_fast_math_restrict
probe_memory,STS,38,O3_fast_math_restrict
probe_memory,UFLO.U32,1,O3_fast_math_restrict
probe_memory,ULDC.64,7,O3_fast_math_restrict
probe_memory,VOTEU.ANY,2,O3_fast_math_restrict
probe_memory_scope,BRA,4,O3_fast_math_restrict
probe_memory_scope,BSSY,1,O3_fast_math_restrict
probe_memory_scope,BSYNC,1,O3_fast_math_restrict
probe_memory_scope,CCTL.E.PF2,19,O3_fast_math_restrict
probe_memory_scope,CCTL.IVALL,4,O3_fast_math_restrict
probe_memory_scope,ERRBAR,4,O3_fast_math_restrict
probe_memory_scope,EXIT,4,O3_fast_math_restrict
probe_memory_scope,FADD.FTZ,19,O3_fast_math_restrict
probe_memory_scope,FFMA.FTZ,1,O3_fast_math_restrict
probe_memory_scope,IADD3,4,O3_fast_math_restrict
probe_memory_scope,IMAD,2,O3_fast_math_restrict
probe_memory_scope,IMAD.MOV.U32,4,O3_fast_math_restrict
probe_memory_scope,IMAD.WIDE,43,O3_fast_math_restrict
probe_memory_scope,ISETP.GE.AND,5,O3_fast_math_restrict
probe_memory_scope,ISETP.NE.AND,1,O3_fast_math_restrict
probe_memory_scope,LDG.E,20,O3_fast_math_restrict
probe_memory_scope,LDG.E.STRONG.SYS,1,O3_fast_math_restrict
probe_memory_scope,LEA,2,O3_fast_math_restrict
probe_memory_scope,MEMBAR.SC.CTA,1,O3_fast_math_restrict
probe_memory_scope,MEMBAR.SC.GPU,1,O3_fast_math_restrict
probe_memory_scope,MEMBAR.SC.SYS,3,O3_fast_math_restrict
probe_memory_scope,MOV,13,O3_fast_math_restrict
probe_memory_scope,NOP,44,O3_fast_math_restrict
probe_memory_scope,S2R,6,O3_fast_math_restrict
probe_memory_scope,STG.E,2,O3_fast_math_restrict
probe_memory_scope,STG.E.STRONG.SYS,3,O3_fast_math_restrict
probe_memory_scope,ULDC.64,4,O3_fast_math_restrict
probe_mixed_precision,BRA,4,O3_fast_math_restrict
probe_mixed_precision,EXIT,4,O3_fast_math_restrict
probe_mixed_precision,F2FP.F16.E4M3.UNPACK_B,19,O3_fast_math_restrict
probe_mixed_precision,F2FP.F16.F32.PACK_AB,10,O3_fast_math_restrict
probe_mixed_precision,F2FP.SATFINITE.E4M3.F32.PACK_AB_MERGE_C,19,O3_fast_math_restrict
probe_mixed_precision,F2I.FTZ.TRUNC.NTZ,19,O3_fast_math_restrict
probe_mixed_precision,FADD.FTZ,76,O3_fast_math_restrict
probe_mixed_precision,FFMA.FTZ,114,O3_fast_math_restrict
probe_mixed_precision,FMNMX.FTZ,38,O3_fast_math_restrict
probe_mixed_precision,FMUL.FTZ,38,O3_fast_math_restrict
probe_mixed_precision,HADD2.F32,57,O3_fast_math_restrict
probe_mixed_precision,I2F.S16,19,O3_fast_math_restrict
probe_mixed_precision,IADD3,86,O3_fast_math_restrict
probe_mixed_precision,IMAD,5,O3_fast_math_restrict
probe_mixed_precision,IMAD.MOV.U32,3,O3_fast_math_restrict
probe_mixed_precision,IMAD.WIDE,39,O3_fast_math_restrict
probe_mixed_precision,ISETP.GE.AND,4,O3_fast_math_restrict
probe_mixed_precision,LDG.E.S8,19,O3_fast_math_restrict
probe_mixed_precision,LDG.E.U16,38,O3_fast_math_restrict
probe_mixed_precision,LDG.E.U8,19,O3_fast_math_restrict
probe_mixed_precision,LEA,3,O3_fast_math_restrict
probe_mixed_precision,LEA.HI.X.SX32,38,O3_fast_math_restrict
probe_mixed_precision,MOV,10,O3_fast_math_restrict
probe_mixed_precision,NOP,52,O3_fast_math_restrict
probe_mixed_precision,PRMT,9,O3_fast_math_restrict
probe_mixed_precision,S2R,8,O3_fast_math_restrict
probe_mixed_precision,STG.E,1,O3_fast_math_restrict
probe_mixed_precision,STG.E.U16,19,O3_fast_math_restrict
probe_mixed_precision,STG.E.U8,38,O3_fast_math_restrict
probe_mixed_precision,ULDC.64,4,O3_fast_math_restrict
probe_mufu,BRA,38,O3_fast_math_restrict
probe_mufu,BSSY,49,O3_fast_math_restrict
probe_mufu,BSYNC,49,O3_fast_math_restrict
probe_mufu,CALL.REL.NOINC,32,O3_fast_math_restrict
probe_mufu,EXIT,5,O3_fast_math_restrict
probe_mufu,FADD.FTZ,47,O3_fast_math_restrict
probe_mufu,FFMA,64,O3_fast_math_restrict
probe_mufu,FFMA.FTZ,80,O3_fast_math_restrict
probe_mufu,FMUL.FTZ,80,O3_fast_math_restrict
probe_mufu,FMUL.RZ,15,O3_fast_math_restrict
probe_mufu,FSETP.GEU.FTZ.AND,1,O3_fast_math_restrict
probe_mufu,FSETP.GTU.FTZ.AND,1,O3_fast_math_restrict
probe_mufu,FSETP.NEU.FTZ.AND,2,O3_fast_math_restrict
probe_mufu,IADD3,65,O3_fast_math_restrict
probe_mufu,IMAD.IADD,1,O3_fast_math_restrict
probe_mufu,IMAD.MOV,1,O3_fast_math_restrict
probe_mufu,IMAD.MOV.U32,28,O3_fast_math_restrict
probe_mufu,IMAD.WIDE,9,O3_fast_math_restrict
probe_mufu,ISETP.EQ.U32.AND,2,O3_fast_math_restrict
probe_mufu,ISETP.GE.U32.AND,16,O3_fast_math_restrict
probe_mufu,ISETP.GT.U32.AND,32,O3_fast_math_restrict
probe_mufu,ISETP.NE.U32.AND,2,O3_fast_math_restrict
probe_mufu,LDG.E,5,O3_fast_math_restrict
probe_mufu,LEA,1,O3_fast_math_restrict
probe_mufu,LEA.HI.SX32,16,O3_fast_math_restrict
probe_mufu,LEA.HI.X,1,O3_fast_math_restrict
probe_mufu,LOP3.LUT,53,O3_fast_math_restrict
probe_mufu,MOV,77,O3_fast_math_restrict
probe_mufu,MUFU.COS,8,O3_fast_math_restrict
probe_mufu,MUFU.EX2,8,O3_fast_math_restrict
probe_mufu,MUFU.LG2,8,O3_fast_math_restrict
probe_mufu,MUFU.RCP,17,O3_fast_math_restrict
probe_mufu,MUFU.RSQ,32,O3_fast_math_restrict
probe_mufu,MUFU.SIN,8,O3_fast_math_restrict
probe_mufu,NOP,58,O3_fast_math_restrict
probe_mufu,RET.REL.NODEC,2,O3_fast_math_restrict
probe_mufu,S2R,5,O3_fast_math_restrict
probe_mufu,SEL,3,O3_fast_math_restrict
probe_mufu,SHF.R.S32.HI,1,O3_fast_math_restrict
probe_mufu,STG.E,5,O3_fast_math_restrict
probe_mufu,ULDC.64,5,O3_fast_math_restrict
probe_mx_microscaling,BRA,6,O3_fast_math_restrict
probe_mx_microscaling,BSSY,2,O3_fast_math_restrict
probe_mx_microscaling,BSYNC,2,O3_fast_math_restrict
probe_mx_microscaling,EXIT,4,O3_fast_math_restrict
probe_mx_microscaling,F2I.TRUNC.NTZ,1,O3_fast_math_restrict
probe_mx_microscaling,FADD.FTZ,1,O3_fast_math_restrict
probe_mx_microscaling,FADD.FTZ.RZ,1,O3_fast_math_restrict
probe_mx_microscaling,FFMA.FTZ,1,O3_fast_math_restrict
probe_mx_microscaling,FMNMX.FTZ,7,O3_fast_math_restrict
probe_mx_microscaling,FMUL.FTZ,6,O3_fast_math_restrict
probe_mx_microscaling,FMUL.FTZ.D8,1,O3_fast_math_restrict
probe_mx_microscaling,FSEL,2,O3_fast_math_restrict
probe_mx_microscaling,FSETP.GEU.FTZ.AND,1,O3_fast_math_restrict
probe_mx_microscaling,FSETP.GT.FTZ.AND,1,O3_fast_math_restrict
probe_mx_microscaling,FSETP.NEU.FTZ.AND,1,O3_fast_math_restrict
probe_mx_microscaling,I2FP.F32.S32,1,O3_fast_math_restrict
probe_mx_microscaling,I2F.S16,1,O3_fast_math_restrict
probe_mx_microscaling,I2F.U16,2,O3_fast_math_restrict
probe_mx_microscaling,IADD3,8,O3_fast_math_restrict
probe_mx_microscaling,IADD3.X,1,O3_fast_math_restrict
probe_mx_microscaling,IMAD,5,O3_fast_math_restrict
probe_mx_microscaling,IMAD.IADD,1,O3_fast_math_restrict
probe_mx_microscaling,IMAD.MOV.U32,11,O3_fast_math_restrict
probe_mx_microscaling,IMAD.SHL.U32,4,O3_fast_math_restrict
probe_mx_microscaling,IMAD.WIDE,4,O3_fast_math_restrict
probe_mx_microscaling,IMAD.X,1,O3_fast_math_restrict
probe_mx_microscaling,IMNMX,2,O3_fast_math_restrict
probe_mx_microscaling,ISETP.EQ.OR,1,O3_fast_math_restrict
probe_mx_microscaling,ISETP.GE.AND,5,O3_fast_math_restrict
probe_mx_microscaling,ISETP.NE.AND,2,O3_fast_math_restrict
probe_mx_microscaling,ISETP.NE.U32.AND,1,O3_fast_math_restrict
probe_mx_microscaling,LDC,1,O3_fast_math_restrict
probe_mx_microscaling,LDG.E,2,O3_fast_math_restrict
probe_mx_microscaling,LDG.E.S8,2,O3_fast_math_restrict
probe_mx_microscaling,LDG.E.U8,3,O3_fast_math_restrict
probe_mx_microscaling,LEA,1,O3_fast_math_restrict
probe_mx_microscaling,LEA.HI,3,O3_fast_math_restrict
probe_mx_microscaling,LEA.HI.X,1,O3_fast_math_restrict
probe_mx_microscaling,LEA.HI.X.SX32,4,O3_fast_math_restrict
probe_mx_microscaling,LOP3.LUT,13,O3_fast_math_restrict
probe_mx_microscaling,MUFU.EX2,1,O3_fast_math_restrict
probe_mx_microscaling,MUFU.RCP,1,O3_fast_math_restrict
probe_mx_microscaling,NOP,49,O3_fast_math_restrict
probe_mx_microscaling,PRMT,2,O3_fast_math_restrict
probe_mx_microscaling,S2R,8,O3_fast_math_restrict
probe_mx_microscaling,SEL,1,O3_fast_math_restrict
probe_mx_microscaling,SHFL.BFLY,5,O3_fast_math_restrict
probe_mx_microscaling,SHF.R.S32.HI,6,O3_fast_math_restrict
probe_mx_microscaling,SHF.R.U32.HI,5,O3_fast_math_restrict
probe_mx_microscaling,STG.E,3,O3_fast_math_restrict
probe_mx_microscaling,STG.E.U8,1,O3_fast_math_restrict
probe_mx_microscaling,ULDC.64,4,O3_fast_math_restrict
probe_nanosleep_scheduling,BRA,6,O3_fast_math_restrict
probe_nanosleep_scheduling,CS2R,12,O3_fast_math_restrict
probe_nanosleep_scheduling,EXIT,6,O3_fast_math_restrict
probe_nanosleep_scheduling,FADD.FTZ,6,O3_fast_math_restrict
probe_nanosleep_scheduling,I2FP.F32.U32,1,O3_fast_math_restrict
probe_nanosleep_scheduling,IADD3,11,O3_fast_math_restrict
probe_nanosleep_scheduling,IADD3.X,2,O3_fast_math_restrict
probe_nanosleep_scheduling,IMAD.IADD,5,O3_fast_math_restrict
probe_nanosleep_scheduling,IMAD.MOV.U32,23,O3_fast_math_restrict
probe_nanosleep_scheduling,IMAD.U32,1,O3_fast_math_restrict
probe_nanosleep_scheduling,IMAD.X,4,O3_fast_math_restrict
probe_nanosleep_scheduling,ISETP.NE.AND,9,O3_fast_math_restrict
probe_nanosleep_scheduling,LDG.E.STRONG.SYS,3,O3_fast_math_restrict
probe_nanosleep_scheduling,LOP3.LUT,3,O3_fast_math_restrict
probe_nanosleep_scheduling,MOV,22,O3_fast_math_restrict
probe_nanosleep_scheduling,NANOSLEEP,1088,O3_fast_math_restrict
probe_nanosleep_scheduling,NOP,68,O3_fast_math_restrict
probe_nanosleep_scheduling,REDUX.SUM.S32,1,O3_fast_math_restrict
probe_nanosleep_scheduling,S2R,6,O3_fast_math_restrict
probe_nanosleep_scheduling,SHFL.BFLY,10,O3_fast_math_restrict
probe_nanosleep_scheduling,STG.E.64.STRONG.SYS,12,O3_fast_math_restrict
probe_nanosleep_scheduling,STG.E.STRONG.SYS,6,O3_fast_math_restrict
probe_nanosleep_scheduling,ULDC.64,6,O3_fast_math_restrict
probe_nf4_normalfloat,BRA,4,O3_fast_math_restrict
probe_nf4_normalfloat,BSSY,1,O3_fast_math_restrict
probe_nf4_normalfloat,BSYNC,1,O3_fast_math_restrict
probe_nf4_normalfloat,EXIT,4,O3_fast_math_restrict
probe_nf4_normalfloat,F2I.TRUNC.NTZ,1,O3_fast_math_restrict
probe_nf4_normalfloat,FADD.FTZ,5,O3_fast_math_restrict
probe_nf4_normalfloat,FADD.FTZ.RZ,1,O3_fast_math_restrict
probe_nf4_normalfloat,FFMA.FTZ,1,O3_fast_math_restrict
probe_nf4_normalfloat,FMNMX.FTZ,8,O3_fast_math_restrict
probe_nf4_normalfloat,FMUL.FTZ,1,O3_fast_math_restrict
probe_nf4_normalfloat,FSETP.GEU.FTZ.AND,5,O3_fast_math_restrict
probe_nf4_normalfloat,FSETP.GT.FTZ.AND,60,O3_fast_math_restrict
probe_nf4_normalfloat,I2FP.F32.S32,1,O3_fast_math_restrict
probe_nf4_normalfloat,IADD3,2,O3_fast_math_restrict
probe_nf4_normalfloat,IMAD,3,O3_fast_math_restrict
probe_nf4_normalfloat,IMAD.IADD,1,O3_fast_math_restrict
probe_nf4_normalfloat,IMAD.MOV.U32,11,O3_fast_math_restrict
probe_nf4_normalfloat,IMAD.SHL.U32,6,O3_fast_math_restrict
probe_nf4_normalfloat,IMAD.WIDE,7,O3_fast_math_restrict
probe_nf4_normalfloat,IMNMX,2,O3_fast_math_restrict
probe_nf4_normalfloat,ISETP.EQ.AND,16,O3_fast_math_restrict
probe_nf4_normalfloat,ISETP.GE.AND,4,O3_fast_math_restrict
probe_nf4_normalfloat,LDC,4,O3_fast_math_restrict
probe_nf4_normalfloat,LDG.E,4,O3_fast_math_restrict
probe_nf4_normalfloat,LDG.E.U8,1,O3_fast_math_restrict
probe_nf4_normalfloat,LEA,1,O3_fast_math_restrict
probe_nf4_normalfloat,LEA.HI.X,1,O3_fast_math_restrict
probe_nf4_normalfloat,LEA.HI.X.SX32,2,O3_fast_math_restrict
probe_nf4_normalfloat,LOP3.LUT,3,O3_fast_math_restrict
probe_nf4_normalfloat,MOV,1,O3_fast_math_restrict
probe_nf4_normalfloat,NOP,43,O3_fast_math_restrict
probe_nf4_normalfloat,PRMT,2,O3_fast_math_restrict
probe_nf4_normalfloat,S2R,7,O3_fast_math_restrict
probe_nf4_normalfloat,SEL,60,O3_fast_math_restrict
probe_nf4_normalfloat,SHF.L.U32,1,O3_fast_math_restrict
probe_nf4_normalfloat,SHF.R.S32.HI,1,O3_fast_math_restrict
probe_nf4_normalfloat,SHF.R.U32.HI,1,O3_fast_math_restrict
probe_nf4_normalfloat,STG.E,6,O3_fast_math_restrict
probe_nf4_normalfloat,STG.E.U8,1,O3_fast_math_restrict
probe_nf4_normalfloat,ULDC.64,4,O3_fast_math_restrict
probe_nibble_packing,BAR.SYNC.DEFER_BLOCKING,1,O3_fast_math_restrict
probe_nibble_packing,BRA,5,O3_fast_math_restrict
probe_nibble_packing,BSSY,1,O3_fast_math_restrict
probe_nibble_packing,BSYNC,1,O3_fast_math_restrict
probe_nibble_packing,EXIT,5,O3_fast_math_restrict
probe_nibble_packing,FFMA.FTZ,38,O3_fast_math_restrict
probe_nibble_packing,I2FP.F32.S32,38,O3_fast_math_restrict
probe_nibble_packing,IADD3,23,O3_fast_math_restrict
probe_nibble_packing,IMAD,1,O3_fast_math_restrict
probe_nibble_packing,IMAD.IADD,16,O3_fast_math_restrict
probe_nibble_packing,IMAD.MOV.U32,9,O3_fast_math_restrict
probe_nibble_packing,IMAD.SHL.U32,5,O3_fast_math_restrict
probe_nibble_packing,IMAD.WIDE,9,O3_fast_math_restrict
probe_nibble_packing,IMNMX,4,O3_fast_math_restrict
probe_nibble_packing,ISETP.EQ.AND,16,O3_fast_math_restrict
probe_nibble_packing,ISETP.GE.AND,21,O3_fast_math_restrict
probe_nibble_packing,ISETP.GT.U32.AND,21,O3_fast_math_restrict
probe_nibble_packing,LDG.E,4,O3_fast_math_restrict
probe_nibble_packing,LDG.E.S8,20,O3_fast_math_restrict
probe_nibble_packing,LDG.E.U8,1,O3_fast_math_restrict
probe_nibble_packing,LDS,2,O3_fast_math_restrict
probe_nibble_packing,LEA.HI,1,O3_fast_math_restrict
probe_nibble_packing,LEA.HI.X.SX32,22,O3_fast_math_restrict
probe_nibble_packing,LOP3.LUT,42,O3_fast_math_restrict
probe_nibble_packing,MOV,2,O3_fast_math_restrict
probe_nibble_packing,NOP,67,O3_fast_math_restrict
probe_nibble_packing,PRMT,3,O3_fast_math_restrict
probe_nibble_packing,S2R,6,O3_fast_math_restrict
probe_nibble_packing,SHF.R.S32.HI,1,O3_fast_math_restrict
probe_nibble_packing,SHF.R.U32.HI,21,O3_fast_math_restrict
probe_nibble_packing,STG.E,9,O3_fast_math_restrict
probe_nibble_packing,STG.E.U8,1,O3_fast_math_restrict
probe_nibble_packing,STS,1,O3_fast_math_restrict
probe_nibble_packing,ULDC.64,5,O3_fast_math_restrict
probe_nonexistent_formats_emulation,BRA,5,O3_fast_math_restrict
probe_nonexistent_formats_emulation,DADD,36,O3_fast_math_restrict
probe_nonexistent_formats_emulation,EXIT,5,O3_fast_math_restrict
probe_nonexistent_formats_emulation,F2FP.F16.E5M2.UNPACK_B,1,O3_fast_math_restrict
probe_nonexistent_formats_emulation,F2FP.SATFINITE.E5M2.F32.PACK_AB_MERGE_C,1,O3_fast_math_restrict
probe_nonexistent_formats_emulation,FMUL.FTZ,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,FSEL,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,HADD2.F32,1,O3_fast_math_restrict
probe_nonexistent_formats_emulation,IADD3,10,O3_fast_math_restrict
probe_nonexistent_formats_emulation,IADD3.X,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,IMAD,1,O3_fast_math_restrict
probe_nonexistent_formats_emulation,IMAD.MOV.U32,18,O3_fast_math_restrict
probe_nonexistent_formats_emulation,IMAD.SHL.U32,4,O3_fast_math_restrict
probe_nonexistent_formats_emulation,IMAD.WIDE,9,O3_fast_math_restrict
probe_nonexistent_formats_emulation,IMAD.X,5,O3_fast_math_restrict
probe_nonexistent_formats_emulation,ISETP.GE.AND,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,ISETP.GE.U32.AND,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,ISETP.GE.U32.AND.EX,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,ISETP.LT.U32.AND,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,ISETP.LT.U32.OR.EX,2,O3_fast_math_restrict
probe_nonexistent_formats_emulation,ISETP.NE.AND,2,O3_fast_math_restrict
