trace,schema
gpu_occupancy_heavy.trace,graphics-compiler-activity-intervals
gpu_occupancy_heavy.trace,hang-risks
gpu_occupancy_heavy.trace,kdebug
gpu_occupancy_heavy.trace,kdebug-strings
gpu_occupancy_heavy.trace,life-cycle-period
gpu_occupancy_heavy.trace,metal-application-command-buffer-submissions
gpu_occupancy_heavy.trace,metal-application-encoders-list
gpu_occupancy_heavy.trace,metal-application-event-interval
gpu_occupancy_heavy.trace,metal-application-intervals
gpu_occupancy_heavy.trace,metal-ar-events
gpu_occupancy_heavy.trace,metal-command-buffer-completed
gpu_occupancy_heavy.trace,metal-command-buffer-error
gpu_occupancy_heavy.trace,metal-command-buffer-frame-assignment
gpu_occupancy_heavy.trace,metal-command-buffer-to-accelerator-id
gpu_occupancy_heavy.trace,metal-current-allocated-size
gpu_occupancy_heavy.trace,metal-driver-event-intervals
gpu_occupancy_heavy.trace,metal-driver-event-per-thread-intervals
gpu_occupancy_heavy.trace,metal-driver-intervals
gpu_occupancy_heavy.trace,metal-gpu-counter-intervals
gpu_occupancy_heavy.trace,metal-gpu-counter-profile
gpu_occupancy_heavy.trace,metal-gpu-execution-points
gpu_occupancy_heavy.trace,metal-gpu-info
gpu_occupancy_heavy.trace,metal-gpu-intervals
gpu_occupancy_heavy.trace,metal-gpu-state-intervals
gpu_occupancy_heavy.trace,metal-gpu-submission-to-command-buffer-id
gpu_occupancy_heavy.trace,metal-io-surface-access
gpu_occupancy_heavy.trace,metal-kernel-resource-allocations
gpu_occupancy_heavy.trace,metal-known-compositor-process
gpu_occupancy_heavy.trace,metal-object-dependency-chain-app
gpu_occupancy_heavy.trace,metal-object-dependency-chain-display
gpu_occupancy_heavy.trace,metal-object-dependency-chain-driver
gpu_occupancy_heavy.trace,metal-object-dependency-chain-gpu
gpu_occupancy_heavy.trace,metal-object-label
gpu_occupancy_heavy.trace,metal-residency-set-interval
gpu_occupancy_heavy.trace,metal-residency-set-resource-event
gpu_occupancy_heavy.trace,metal-residency-set-usage-event
gpu_occupancy_heavy.trace,metal-resource-allocations
gpu_occupancy_heavy.trace,metal-shader-profiler-intervals
gpu_occupancy_heavy.trace,metal-shader-profiler-shader-list
gpu_occupancy_heavy.trace,metal-visual-highlight-chain-app
gpu_occupancy_heavy.trace,metal-visual-highlight-chain-display
gpu_occupancy_heavy.trace,metal-visual-highlight-chain-driver
gpu_occupancy_heavy.trace,metal-visual-highlight-chain-gpu
gpu_occupancy_heavy.trace,metal-wired-sysmem-level-interval
gpu_occupancy_heavy.trace,mps-hw-intervals
gpu_occupancy_heavy.trace,os-log
gpu_occupancy_heavy.trace,os-signpost
gpu_occupancy_heavy.trace,os-signpost-arg
gpu_occupancy_heavy.trace,potential-hangs
gpu_occupancy_heavy.trace,process-info
gpu_occupancy_heavy.trace,runloop-events
gpu_occupancy_heavy.trace,thread-info
gpu_occupancy_heavy.trace,tick
gpu_occupancy_heavy.trace,time-info
gpu_occupancy_heavy.trace,time-profile
gpu_occupancy_heavy.trace,time-sample
gpu_occupancy_heavy.trace,visual-chain
gpu_occupancy_heavy.trace,visual-connection
gpu_threadgroup_heavy.trace,ca-client-buffer-wait-interval
gpu_threadgroup_heavy.trace,ca-client-present-request
gpu_threadgroup_heavy.trace,ca-client-presented-handler
gpu_threadgroup_heavy.trace,device-display-info
gpu_threadgroup_heavy.trace,device-gpu-info
gpu_threadgroup_heavy.trace,device-thermal-state-intervals
gpu_threadgroup_heavy.trace,display-compositor-events-interval
gpu_threadgroup_heavy.trace,display-compositor-interval
gpu_threadgroup_heavy.trace,display-events-interval
gpu_threadgroup_heavy.trace,display-surface-queue
gpu_threadgroup_heavy.trace,display-surface-swap
gpu_threadgroup_heavy.trace,display-vsyncs-interval
gpu_threadgroup_heavy.trace,displayed-surfaces-interval
gpu_threadgroup_heavy.trace,displayed-surfaces-per-second
gpu_threadgroup_heavy.trace,dyld-library-load
gpu_threadgroup_heavy.trace,gpu-aps-stream
gpu_threadgroup_heavy.trace,gpu-counter-info
gpu_threadgroup_heavy.trace,gpu-counter-value
gpu_threadgroup_heavy.trace,gpu-performance-device-state-intervals
gpu_threadgroup_heavy.trace,gpu-performance-state-info
gpu_threadgroup_heavy.trace,gpu-performance-state-intervals
gpu_threadgroup_heavy.trace,gpu-shader-profiler-interval
gpu_threadgroup_heavy.trace,gpu-shader-profiler-sample
gpu_threadgroup_heavy.trace,graphics-compiler-activity-intervals
gpu_threadgroup_heavy.trace,hang-risks
gpu_threadgroup_heavy.trace,kdebug
gpu_threadgroup_heavy.trace,kdebug-strings
gpu_threadgroup_heavy.trace,life-cycle-period
gpu_threadgroup_heavy.trace,metal-application-command-buffer-submissions
gpu_threadgroup_heavy.trace,metal-application-encoders-list
gpu_threadgroup_heavy.trace,metal-application-event-interval
gpu_threadgroup_heavy.trace,metal-application-intervals
gpu_threadgroup_heavy.trace,metal-ar-events
gpu_threadgroup_heavy.trace,metal-command-buffer-completed
gpu_threadgroup_heavy.trace,metal-command-buffer-error
gpu_threadgroup_heavy.trace,metal-command-buffer-frame-assignment
gpu_threadgroup_heavy.trace,metal-command-buffer-to-accelerator-id
gpu_threadgroup_heavy.trace,metal-current-allocated-size
gpu_threadgroup_heavy.trace,metal-driver-event-intervals
gpu_threadgroup_heavy.trace,metal-driver-event-per-thread-intervals
gpu_threadgroup_heavy.trace,metal-driver-intervals
gpu_threadgroup_heavy.trace,metal-gpu-counter-intervals
gpu_threadgroup_heavy.trace,metal-gpu-counter-profile
gpu_threadgroup_heavy.trace,metal-gpu-execution-points
gpu_threadgroup_heavy.trace,metal-gpu-info
gpu_threadgroup_heavy.trace,metal-gpu-intervals
gpu_threadgroup_heavy.trace,metal-gpu-state-intervals
gpu_threadgroup_heavy.trace,metal-gpu-submission-to-command-buffer-id
gpu_threadgroup_heavy.trace,metal-io-surface-access
gpu_threadgroup_heavy.trace,metal-kernel-resource-allocations
gpu_threadgroup_heavy.trace,metal-known-compositor-process
gpu_threadgroup_heavy.trace,metal-object-dependency-chain-app
gpu_threadgroup_heavy.trace,metal-object-dependency-chain-display
gpu_threadgroup_heavy.trace,metal-object-dependency-chain-driver
gpu_threadgroup_heavy.trace,metal-object-dependency-chain-gpu
gpu_threadgroup_heavy.trace,metal-object-label
gpu_threadgroup_heavy.trace,metal-residency-set-interval
gpu_threadgroup_heavy.trace,metal-residency-set-resource-event
gpu_threadgroup_heavy.trace,metal-residency-set-usage-event
gpu_threadgroup_heavy.trace,metal-resource-allocations
gpu_threadgroup_heavy.trace,metal-shader-profiler-intervals
gpu_threadgroup_heavy.trace,metal-shader-profiler-shader-list
gpu_threadgroup_heavy.trace,metal-visual-highlight-chain-app
gpu_threadgroup_heavy.trace,metal-visual-highlight-chain-display
gpu_threadgroup_heavy.trace,metal-visual-highlight-chain-driver
gpu_threadgroup_heavy.trace,metal-visual-highlight-chain-gpu
gpu_threadgroup_heavy.trace,metal-wired-sysmem-level-interval
gpu_threadgroup_heavy.trace,mps-hw-intervals
gpu_threadgroup_heavy.trace,os-log
gpu_threadgroup_heavy.trace,os-signpost
gpu_threadgroup_heavy.trace,os-signpost-arg
gpu_threadgroup_heavy.trace,potential-hangs
gpu_threadgroup_heavy.trace,process-info
gpu_threadgroup_heavy.trace,runloop-events
gpu_threadgroup_heavy.trace,thread-info
gpu_threadgroup_heavy.trace,tick
gpu_threadgroup_heavy.trace,time-info
gpu_threadgroup_heavy.trace,time-profile
gpu_threadgroup_heavy.trace,time-sample
gpu_threadgroup_heavy.trace,visual-chain
gpu_threadgroup_heavy.trace,visual-connection
