mnemonic,operands,width_bits,element_type,latency_cycles,throughput_cycles,category,extension,source_file,mode_64bit,encoding
VPSRLQ,"zmm,imm",512,int64,0.0166,0.4889,shift_imm,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSLLVD,"zmm,zmm,zmm",512,int32,0.0163,0.2641,shift_var,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSLLVQ,"zmm,zmm,zmm",512,int64,0.0163,0.2636,shift_var,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSRAVD,"zmm,zmm,zmm",512,int32,0.0003,0.4803,shift_var,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSRAVQ,"zmm,zmm,zmm",512,int64,0.0006,0.4805,shift_var,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSRLVD,"zmm,zmm,zmm",512,int32,0.0003,0.4803,shift_var,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSRLVQ,"zmm,zmm,zmm",512,int64,0.0006,0.4805,shift_var,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VALIGND,"zmm,zmm,imm",512,int32,0.0006,0.4827,shuffle,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VALIGNQ,"zmm,zmm,imm",512,int64,0.0003,0.4828,shuffle,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPERMD,"zmm,zmm,zmm",512,int32,2.4056,0.4814,shuffle,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPERMI2D,"zmm,zmm,zmm",512,int32,0.0006,0.7850,shuffle,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPERMI2Q,"zmm,zmm,zmm",512,int64,0.0003,0.1208,shuffle,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPERMQ,"zmm,zmm,zmm",512,int64,2.4056,0.4816,shuffle,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHUFD,"zmm,zmm,imm",512,int32,0.0003,0.3933,shuffle,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPUNPCKHDQ,"zmm,zmm",512,int64,0.0006,0.3936,unpack,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPUNPCKHQDQ,"zmm,zmm",512,int64,0.0003,0.3667,unpack,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPUNPCKLDQ,"zmm,zmm",512,int64,0.0756,0.3358,unpack,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPUNPCKLQDQ,"zmm,zmm",512,int64,0.0194,0.4012,unpack,AVX-512F,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VCMPPS,"zmm,zmm->k",512,fp32,-1.0000,0.4841,vec_to_mask,AVX-512F,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
VPCMPEQD,"zmm,zmm->k",512,int32,-1.0000,0.4797,vec_to_mask,AVX-512F,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
VDPBF16PS,"zmm,zmm,zmm",512,bf16,2.9144,0.4844,bf16,AVX-512_BF16,zen4_avx512_fp_exhaustive_2026-04-04.csv,valid,evex
VCVTNE2PS2BF16,"zmm,zmm,zmm",512,bf16,0.6456,0.9267,fp_convert,AVX-512_BF16,zen4_avx512_fp_exhaustive_2026-04-04.csv,valid,evex
VCVTNEPS2BF16,zmm->ymm,512,bf16,-1.0000,0.6450,fp_convert,AVX-512_BF16,zen4_avx512_fp_exhaustive_2026-04-04.csv,valid,evex
VPOPCNTB,zmm,512,int8,0.9619,0.4809,bitmanip,AVX-512_BITALG,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPOPCNTW,zmm,512,int16,0.9625,0.4813,bitmanip,AVX-512_BITALG,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHUFBITQMB,"zmm,zmm->k",512,int8,-1.0000,0.4816,bitmanip,AVX-512_BITALG,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPMADD52HUQ,"zmm,zmm,zmm",512,int32,0.0159,0.0608,ifma,AVX-512_IFMA,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPMADD52LUQ,"zmm,zmm,zmm",512,int32,0.1212,0.2653,ifma,AVX-512_IFMA,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
KADDB,"k,k,k",0,mask,0.4813,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KADDD,"k,k,k",0,mask,0.4816,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KADDQ,"k,k,k",0,mask,0.5984,0.4778,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KADDW,"k,k,k",0,mask,0.4813,0.2406,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDB,"k,k,k",0,mask,0.4816,0.2406,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDD,"k,k,k",0,mask,0.4809,0.2412,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDNB,"k,k,k",0,mask,0.4813,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDND,"k,k,k",0,mask,0.4813,0.2956,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDNQ,"k,k,k",0,mask,0.6212,0.5969,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDNW,"k,k,k",0,mask,0.4809,0.2406,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDQ,"k,k,k",0,mask,0.5972,0.4778,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KANDW,"k,k,k",0,mask,0.4809,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KNOTB,"k,k",0,mask,0.4809,0.2412,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KNOTD,"k,k",0,mask,0.4809,0.2412,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KNOTQ,"k,k",0,mask,0.6228,0.4794,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KNOTW,"k,k",0,mask,0.4809,0.2406,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORB,"k,k,k",0,mask,0.4806,0.2412,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORD,"k,k,k",0,mask,0.4816,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORQ,"k,k,k",0,mask,0.5972,0.4781,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORW,"k,k,k",0,mask,0.4813,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXNORB,"k,k,k",0,mask,0.4813,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXNORD,"k,k,k",0,mask,0.4813,0.2412,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXNORQ,"k,k,k",0,mask,0.5969,0.4781,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXNORW,"k,k,k",0,mask,0.4809,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXORB,"k,k,k",0,mask,0.4809,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXORD,"k,k,k",0,mask,0.4816,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXORQ,"k,k,k",0,mask,0.5972,0.4784,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KXORW,"k,k,k",0,mask,0.4809,0.2409,mask_arith,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVB,"k,m8",0,mask,-1.0000,0.2681,mask_load,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVW,"k,m16",0,mask,-1.0000,0.2666,mask_load,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVB,"k,k",0,mask,0.4950,0.2828,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVB,"k,r32",0,mask,-1.0000,0.4778,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVB,"r32,k",0,mask,-1.0000,0.4775,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVD,"k,k",0,mask,0.4806,0.2412,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVD,"k,r32",0,mask,-1.0000,0.4775,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVD,"r32,k",0,mask,-1.0000,0.4775,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVQ,"k,k",0,mask,0.6156,0.4781,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVQ,"k,r64",0,mask,-1.0000,0.8597,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVQ,"r64,k",0,mask,-1.0000,0.9563,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVW,"k,k",0,mask,0.4800,0.2412,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVW,"k,r32",0,mask,-1.0000,0.4781,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KMOVW,"r32,k",0,mask,-1.0000,0.4778,mask_move,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTLB,"k,k,imm",0,mask,0.4809,0.2409,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTLD,"k,k,imm",0,mask,0.4816,0.2409,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTLQ,"k,k,imm",0,mask,0.5978,0.4794,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTLW,"k,k,imm",0,mask,0.8322,0.2412,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTRB,"k,k,imm",0,mask,0.4809,0.2406,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTRD,"k,k,imm",0,mask,0.6188,0.2428,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTRQ,"k,k,imm",0,mask,0.9584,0.4806,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KSHIFTRW,"k,k,imm",0,mask,0.5100,0.2778,mask_shift,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORTESTB,"k,k",0,mask,-1.0000,0.5781,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORTESTD,"k,k",0,mask,-1.0000,0.5778,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORTESTQ,"k,k",0,mask,-1.0000,0.6162,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KORTESTW,"k,k",0,mask,-1.0000,0.5772,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KTESTB,"k,k",0,mask,-1.0000,0.5784,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KTESTD,"k,k",0,mask,-1.0000,0.5787,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KTESTQ,"k,k",0,mask,-1.0000,0.5681,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
KTESTW,"k,k",0,mask,-1.0000,0.5587,mask_test,AVX-512_MASK,zen4_avx512_mask_exhaustive_2026-04-04.csv,valid,evex
VPERMB,"zmm,zmm",512,int8,2.4053,0.4816,shuffle,AVX-512_VBMI,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPERMI2B,"zmm,zmm,zmm",512,int8,0.0003,0.4814,shuffle,AVX-512_VBMI,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPCOMPRESSB,zmm{k},512,int8,-1.0000,0.6412,compress,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPCOMPRESSW,zmm{k},512,int16,-1.0000,0.6412,compress,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHLDVD,"zmm,zmm,zmm",512,int32,0.0003,0.4816,concat_shift,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHLDVQ,"zmm,zmm,zmm",512,int64,0.0003,0.4822,concat_shift,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHLDVW,"zmm,zmm,zmm",512,int16,0.0006,0.4822,concat_shift,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHRDVD,"zmm,zmm,zmm",512,int32,0.0003,0.4827,concat_shift,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHRDVQ,"zmm,zmm,zmm",512,int64,0.0003,0.4828,concat_shift,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPSHRDVW,"zmm,zmm,zmm",512,int16,0.0003,0.4820,concat_shift,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPEXPANDB,zmm{k},512,int8,-1.0000,0.6414,expand,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPEXPANDW,zmm{k},512,int16,-1.0000,0.6412,expand,AVX-512_VBMI2,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPDPBUSD,"zmm,zmm,zmm",512,int32,1.9272,0.4823,vnni,AVX-512_VNNI,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPDPBUSDS,"zmm,zmm,zmm",512,int32,1.9297,0.4827,vnni,AVX-512_VNNI,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPDPWSSD,"zmm,zmm,zmm",512,int32,1.9278,0.4822,vnni,AVX-512_VNNI,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPDPWSSDS,"zmm,zmm,zmm",512,int32,1.9272,0.4825,vnni,AVX-512_VNNI,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPOPCNTD,zmm,512,int32,0.9631,0.4825,bitmanip,AVX-512_VPOPCNTDQ,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VPOPCNTQ,zmm,512,int64,0.0003,0.4811,bitmanip,AVX-512_VPOPCNTDQ,zen4_avx512_int_exhaustive_2026-04-04.csv,valid,evex
VMPSADBW,,256,int16,2.4116,1.0353,,AVX2,zen4_dotproduct_complete_2026-04-04.csv,valid,vex
VPMADDUBSW,,256,int16,1.4591,0.3644,,AVX2,zen4_dotproduct_complete_2026-04-04.csv,valid,vex
VPMADDWD,,256,NA,1.4359,0.3599,,AVX2,zen4_dotproduct_complete_2026-04-04.csv,valid,vex
VPGATHERDD,"xmm,[base+xmm*4]",128,int32,-1.0000,2.4398,gather,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPGATHERDD,"ymm,[base+ymm*4]",256,int32,-1.0000,3.9033,gather,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPGATHERDQ,"xmm,[base+xmm*8]",128,int64,-1.0000,1.9517,gather,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPGATHERDQ,"ymm,[base+xmm*8]",256,int64,-1.0000,2.4396,gather,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPTEST,"xmm,xmm",128,mixed,-1.0000,0.5273,misc,AVX2,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VPTEST,"ymm,ymm",256,mixed,-1.0000,0.5042,misc,AVX2,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VPBROADCASTD,xmm,128,int32,-1.0000,0.0918,move,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPBROADCASTD,ymm,256,int32,-1.0000,0.1222,move,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPBROADCASTQ,xmm,128,int64,-1.0000,0.0918,move,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPBROADCASTQ,ymm,256,int64,-1.0000,0.1222,move,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSLLVD,"xmm,xmm,xmm",128,int32,0.0160,0.1223,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSLLVD,"ymm,ymm,ymm",256,int32,0.0160,0.1221,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSLLVQ,"xmm,xmm,xmm",128,int64,0.0160,0.1222,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSLLVQ,"ymm,ymm,ymm",256,int64,0.0160,0.1223,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSRAVD,"xmm,xmm,xmm",128,int32,0.0004,0.2443,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSRAVD,"ymm,ymm,ymm",256,int32,0.0004,0.2442,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSRLVD,"xmm,xmm,xmm",128,int32,0.0002,0.2441,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSRLVD,"ymm,ymm,ymm",256,int32,0.0004,0.2441,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSRLVQ,"xmm,xmm,xmm",128,int64,0.0004,0.2442,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPSRLVQ,"ymm,ymm,ymm",256,int64,0.0002,0.2442,shift_var,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPERM2I128,"ymm,ymm,ymm,imm",256,NA,0.0002,0.2444,shuffle,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VPERMD,"ymm,ymm,ymm",256,int32,0.0002,0.2446,shuffle,AVX2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,vex
VDPBF16PS,,512,bf16,2.9257,0.7178,,AVX512_BF16,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VDPBF16PS,,256,bf16,2.9999,0.7177,,AVX512_BF16+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPBUSD,,512,int32,1.9785,0.4791,,AVX512_VNNI,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPBUSDS,,512,int32,1.9198,0.4808,,AVX512_VNNI,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPWSSD,,512,int32,1.9166,0.5310,,AVX512_VNNI,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPWSSDS,,512,int32,1.9151,0.4786,,AVX512_VNNI,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPBUSD,,128,int32,1.9178,0.4791,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPBUSD,,256,int32,1.9163,0.4793,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPBUSDS,,128,int32,1.9674,0.4788,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPBUSDS,,256,int32,1.9156,0.5132,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPWSSD,,128,int32,1.9226,0.4813,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPWSSD,,256,int32,1.9184,0.4795,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPWSSDS,,128,int32,2.0363,0.4813,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
VPDPWSSDS,,256,int32,1.9224,0.4794,,AVX512_VNNI+VL,zen4_dotproduct_complete_2026-04-04.csv,valid,evex
ANDN,"r64,r64,r64",0,NA,0.4880,0.1368,bit,BMI1,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BEXTR,"r64,r64,r64",0,NA,0.4858,0.2672,bit,BMI1,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BLSI,"r64,r64",0,NA,0.4879,0.1373,bit,BMI1,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BLSMSK,"r64,r64",0,NA,0.4958,0.1379,bit,BMI1,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BLSR,"r64,r64",0,NA,0.4881,0.1373,bit,BMI1,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
TZCNT,"r64,r64",0,NA,0.5412,0.1373,bit,BMI1,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BZHI,"r64,r64,r64",0,NA,0.4938,0.2434,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MULX,"r64,r64,r64",0,NA,1.4576,0.6626,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
PDEP,"r64,r64,r64",0,NA,1.4716,0.4860,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
PEXT,"r64,r64,r64",0,NA,1.4756,0.5867,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
RORX,"r64,r64,$17",0,NA,0.4857,0.2429,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SARX,"r64,r64,r64",0,NA,0.4942,0.2445,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHLX,"r64,r64,r64",0,NA,0.4906,0.2726,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SHRX,"r64,r64,r64",0,NA,0.4863,0.2429,bit,BMI2,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
VCVTPH2PS,xmm,128,fp16,1.5110,0.2523,convert,F16C,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VCVTPH2PS,xmm->ymm,256,fp16,-1.0000,0.3362,convert,F16C,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VCVTPS2PH,xmm,128,fp32,1.5125,0.2525,convert,F16C,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VCVTPS2PH,ymm->xmm,256,fp32,-1.0000,0.4294,convert,F16C,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMADD231PD,"xmm,xmm,xmm",128,fp64,1.9810,0.2739,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMADD231PD,"ymm,ymm,ymm",256,fp64,1.9804,0.2653,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMADD231PS,"xmm,xmm,xmm",128,fp32,2.0119,0.2711,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMADD231PS,"ymm,ymm,ymm",256,fp32,1.9902,0.2667,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMADD231SD,"xmm,xmm,xmm",128,fp64,1.9979,0.4710,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMADD231SS,"xmm,xmm,xmm",128,fp32,2.0121,0.2697,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMSUB231PS,"xmm,xmm,xmm",128,fp32,2.2344,0.2716,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMSUB231PS,"ymm,ymm,ymm",256,fp32,1.9902,0.2668,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMSUB231SS,"xmm,xmm,xmm",128,fp32,2.0131,0.2698,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFNMADD231PS,"xmm,xmm,xmm",128,fp32,2.0233,0.2721,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFNMADD231PS,"ymm,ymm,ymm",256,fp32,1.9988,0.2668,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFNMADD231SS,"xmm,xmm,xmm",128,fp32,2.0123,0.2697,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFNMSUB231PS,"xmm,xmm,xmm",128,fp32,2.2067,0.2721,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFNMSUB231PS,"ymm,ymm,ymm",256,fp32,1.9904,0.2667,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFNMSUB231SS,"xmm,xmm,xmm",128,fp32,2.0194,0.3769,fma,FMA,zen4_simd_fp_exhaustive_2026-04-04.csv,valid,vex
VFMADDSUBPD,"ymm,ymm,ymm",256,fp64,1.9168,0.2568,fma_addsub,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFMADDSUBPS,"ymm,ymm,ymm",256,fp32,1.9317,0.2564,fma_addsub,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFMSUBADDPD,"ymm,ymm,ymm",256,fp64,1.9141,0.2568,fma_addsub,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFMSUBADDPS,"ymm,ymm,ymm",256,fp32,2.0002,0.2564,fma_addsub,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFNMADDPD,"ymm,ymm,ymm",256,fp64,1.9279,0.2559,fma_neg,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VFNMADDPS,"ymm,ymm,ymm",256,fp32,1.9534,0.2565,fma_neg,FMA,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
