mnemonic,operands,width_bits,element_type,latency_cycles,throughput_cycles,category,extension,source_file,mode_64bit,encoding
PSUBB,"xmm,xmm",128,int8,0.0160,0.1224,arith_sub,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBD,"xmm,xmm",128,int32,0.0158,0.1222,arith_sub,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBQ,"xmm,xmm",128,int64,0.0160,0.1222,arith_sub,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSUBW,"xmm,xmm",128,int16,0.0158,0.1223,arith_sub,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQB,"xmm,xmm",128,int8,0.0002,0.1224,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQD,"xmm,xmm",128,int32,0.0002,0.1224,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQQ,"xmm,xmm",128,int64,0.0004,0.2445,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPEQW,"xmm,xmm",128,int16,0.0002,0.1222,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTB,"xmm,xmm",128,int8,0.0002,0.1225,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTD,"xmm,xmm",128,int32,0.0002,0.1224,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTQ,"xmm,xmm",128,int64,0.0002,0.2443,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PCMPGTW,"xmm,xmm",128,int16,0.0002,0.1221,compare,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXBD,"xmm,xmm",128,int32,0.0615,0.2442,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXBQ,"xmm,xmm",128,NA,0.0615,0.2442,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXBW,"xmm,xmm",128,int16,0.9758,0.2443,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXDQ,"xmm,xmm",128,NA,0.0615,0.2441,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXWD,"xmm,xmm",128,int32,0.9758,0.2442,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXWQ,"xmm,xmm",128,NA,0.0615,0.2443,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXBD,"xmm,xmm",128,int32,0.0160,0.2440,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXBQ,"xmm,xmm",128,NA,0.0158,0.2442,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXBW,"xmm,xmm",128,int16,0.0158,0.2441,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXDQ,"xmm,xmm",128,NA,0.0158,0.3315,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXWD,"xmm,xmm",128,int32,0.0158,0.2441,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXWQ,"xmm,xmm",128,NA,0.0160,0.2441,convert,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PAND,"xmm,xmm",128,int32,0.0004,0.1211,logic,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PANDN,"xmm,xmm",128,int32,0.0002,0.1211,logic,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
POR,"xmm,xmm",128,int32,0.0002,0.1208,logic,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PXOR,"xmm,xmm",128,int32,0.0004,0.1211,logic,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
MOVD,xmm<->r32,128,NA,0.0002,0.1223,move,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
MOVQ,xmm<->r64,128,NA,0.0004,-1.0000,move,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PEXTRB,"r32,xmm,imm",128,NA,-1.0000,0.2709,move,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PEXTRD,"r32,xmm,imm",128,NA,-1.0000,0.4667,move,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PEXTRQ,"r64,xmm,imm",128,NA,-1.0000,0.3811,move,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PEXTRW,"r32,xmm,imm",128,NA,-1.0000,0.3742,move,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PACKSSDW,"xmm,xmm",128,int16,0.9756,0.2442,pack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PACKSSWB,"xmm,xmm",128,int8,0.9760,0.2441,pack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PACKUSDW,"xmm,xmm",128,int16,0.9760,0.2440,pack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PACKUSWB,"xmm,xmm",128,int8,0.9756,0.2441,pack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLD,"xmm,imm",128,int32,0.0160,0.1211,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLQ,"xmm,imm",128,int64,0.0158,0.1210,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLW,"xmm,imm",128,int16,0.0158,0.1211,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRAD,"xmm,imm",128,int32,0.0158,0.2420,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRAW,"xmm,imm",128,int16,0.0158,0.2423,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLD,"xmm,imm",128,int32,0.0158,0.2418,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLQ,"xmm,imm",128,int64,0.0158,1.0658,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLW,"xmm,imm",128,int16,0.0158,0.2417,shift_imm,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLD,"xmm,xmm(cnt)",128,int32,0.0200,0.1222,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLQ,"xmm,xmm(cnt)",128,int64,0.0158,0.1222,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSLLW,"xmm,xmm(cnt)",128,int16,0.0156,0.1210,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRAD,"xmm,xmm(cnt)",128,int32,0.0002,0.2441,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRAW,"xmm,xmm(cnt)",128,int16,0.0004,0.2441,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLD,"xmm,xmm(cnt)",128,int32,0.0002,0.2441,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLQ,"xmm,xmm(cnt)",128,int64,0.0004,0.2442,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSRLW,"xmm,xmm(cnt)",128,int16,0.0004,0.2441,shift_reg,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PALIGNR,"xmm,xmm,imm",128,int32,0.0002,0.3386,shuffle,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFB,"xmm,xmm",128,int8,0.0002,0.2445,shuffle,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFD,"xmm,xmm,imm",128,int32,0.0004,0.1961,shuffle,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFHW,"xmm,xmm,imm",128,int16,0.0002,0.1959,shuffle,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PSHUFLW,"xmm,xmm,imm",128,int16,0.0004,0.2078,shuffle,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHBW,"xmm,xmm",128,int16,0.0158,0.1957,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHDQ,"xmm,xmm",128,int64,0.0002,0.2075,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHQDQ,"xmm,xmm",128,int64,0.0002,0.1952,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKHWD,"xmm,xmm",128,int32,0.0004,0.1953,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLBW,"xmm,xmm",128,int16,0.0817,0.1959,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLDQ,"xmm,xmm",128,int64,0.0396,0.2075,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLQDQ,"xmm,xmm",128,int64,0.0288,0.4879,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PUNPCKLWD,"xmm,xmm",128,int32,0.0565,0.2077,unpack,SSE2,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
DPPD,,128,fp64,3.3621,1.4966,,SSE4.1,zen4_dotproduct_complete_2026-04-04.csv,valid,legacy
DPPS,,128,fp32,5.3631,1.9152,,SSE4.1,zen4_dotproduct_complete_2026-04-04.csv,valid,legacy
MPSADBW,,128,int16,2.4164,0.9691,,SSE4.1,zen4_dotproduct_complete_2026-04-04.csv,valid,legacy
DPPD,"xmm,xmm,$31",128,fp64,3.4018,1.4492,fp_dot,SSE4.1,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
DPPD,"xmm,xmm,$33",128,fp64,3.3646,1.4296,fp_dot,SSE4.1,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PHMINPOSUW,"xmm,xmm",128,NA,1.4626,0.2394,sse41_hmin,SSE4.1,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
CRC32,"r32,r8",0,mixed,1.4365,0.4787,crc,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,gpr
CRC32,"r32,r16",0,mixed,1.4357,0.4918,crc,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,gpr
CRC32,"r32,r32",0,mixed,1.4354,0.4785,crc,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,gpr
CRC32,"r64,r64",0,mixed,1.4369,0.4921,crc,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,gpr
PCMPESTRI,"xmm,xmm,$0C",128,int8,1.4784,0.0889,str_cmp,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPESTRI,"xmm,xmm,$4C",128,int8,1.4219,-1.0000,str_cmp,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPESTRM,"xmm,xmm,$0C",128,int8,1.4368,0.0893,str_cmp,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPISTRI,"xmm,xmm,$0C",128,int8,0.9528,0.1191,str_cmp,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPISTRI,"xmm,xmm,$4C",128,int8,0.9525,-1.0000,str_cmp,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPISTRM,"xmm,xmm,$0C",128,int8,1.0788,0.0900,str_cmp,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PCMPISTRM,"xmm,xmm,$4C",128,int8,0.9572,-1.0000,str_cmp,SSE4.2,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
EXTRQ,"xmm,$8,$0",128,NA,1.4596,0.3313,sse4a,SSE4a,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
INSERTQ,"xmm,xmm,$8,$0",128,NA,1.6178,0.3311,sse4a,SSE4a,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
MOVNTSD,"[m64],xmm",128,fp64,-1.0000,25.9926,sse4a_nt,SSE4a,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
MOVNTSS,"[m32],xmm",128,fp32,-1.0000,0.4897,sse4a_nt,SSE4a,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PMADDUBSW,,128,int16,1.4512,0.4222,,SSSE3,zen4_dotproduct_complete_2026-04-04.csv,valid,legacy
PSIGNB,"xmm,xmm",128,NA,0.9782,0.2675,ssse3_sign,SSSE3,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSIGND,"xmm,xmm",128,NA,0.9538,0.2452,ssse3_sign,SSSE3,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PSIGNW,"xmm,xmm",128,NA,0.9606,0.2392,ssse3_sign,SSSE3,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
VADDPS,"xmm,xmm(VEX)",128,fp32,1.4777,0.2420,vex_cmp,VEX,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VMULPS,"xmm,xmm(VEX)",128,fp32,1.4533,0.2397,vex_cmp,VEX,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VPADDD,"xmm,xmm(VEX)",128,int32,0.5049,0.1267,vex_cmp,VEX,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
VPMULLW,"xmm,xmm(VEX)",128,int16,1.4734,0.2419,vex_cmp,VEX,zen4_legacy_exhaustive_2026-04-04.csv,valid,vex
ADDPS,"xmm,xmm(legacy)",128,fp32,1.4526,1.4625,vex_cmp,legacy,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
MULPS,"xmm,xmm(legacy)",128,fp32,1.4499,1.4819,vex_cmp,legacy,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PADDD,"xmm,xmm(legacy)",128,int32,0.4794,0.4793,vex_cmp,legacy,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
PMULLW,"xmm,xmm(legacy)",128,int16,1.4299,1.4384,vex_cmp,legacy,zen4_legacy_exhaustive_2026-04-04.csv,valid,legacy
ADD,"r64,[m64]",0,NA,0.5133,-1.0000,alu_load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
AND,"r64,[m64]",0,NA,0.4958,-1.0000,alu_load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
OR,"r64,[m64]",0,NA,0.5230,-1.0000,alu_load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
SUB,"r64,[m64]",0,NA,0.4965,-1.0000,alu_load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
XOR,"r64,[m64]",0,NA,0.4960,-1.0000,alu_load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
ADD,"[m64],r64",0,NA,0.4961,-1.0000,alu_rmw,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
AND,"[m64],r64",0,NA,0.4953,-1.0000,alu_rmw,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
OR,"[m64],r64",0,NA,0.4953,-1.0000,alu_rmw,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
SUB,"[m64],r64",0,NA,0.4955,-1.0000,alu_rmw,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
XOR,"[m64],r64",0,NA,0.4953,-1.0000,alu_rmw,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
ADC,"r64,r64",0,NA,0.4864,0.4859,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
ADD,"r64,r64",0,NA,0.4849,0.1366,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CMP,"r64,r64",0,NA,1.4643,0.1369,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
DEC,r64,0,NA,0.4862,0.1373,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
DIV,r64,0,NA,4.8548,-1.0000,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
IDIV,r64,0,NA,4.8567,-1.0000,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
IMUL,"r64,r64",0,NA,1.4582,0.5274,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
INC,r64,0,NA,0.4865,0.1369,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MUL,r64,0,NA,1.5094,1.4564,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
NEG,r64,0,NA,0.4867,0.1372,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SBB,"r64,r64",0,NA,0.4869,0.5004,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SUB,"r64,r64",0,NA,0.5408,0.1368,arith,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CMPXCHG,"[m64],r64",0,NA,4.5854,-1.0000,atomic,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
XADD,"[m64],r64",0,NA,3.9666,-1.0000,atomic,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
XCHG,"r64,[m64]",0,NA,3.7830,-1.0000,atomic,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
BSF,"r64,r64",0,NA,0.4901,0.1373,bit,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BSR,"r64,r64",0,NA,0.4875,0.1373,bit,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BT,"r64,r64",0,NA,0.9712,0.2428,bit,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BTC,"r64,r64",0,NA,0.9713,0.4857,bit,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BTR,"r64,r64",0,NA,0.9709,0.4868,bit,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BTS,"r64,r64",0,NA,0.9714,0.4858,bit,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CLFLUSH,[m],0,NA,-1.0000,229.6750,cache_ctrl,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
CLFLUSHOPT,[m],0,NA,-1.0000,200.7875,cache_ctrl,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
CLWB,[m],0,NA,-1.0000,200.7375,cache_ctrl,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
CMP,"r64,[m64]",0,NA,-1.0000,0.1651,cmp_mem,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
CMP,"[m64],r64",0,NA,-1.0000,0.1720,cmp_mem,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
BSWAP,r64,0,NA,0.4859,0.1367,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
BSWAP,r32,0,NA,0.4860,0.1368,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CBW,,0,NA,0.4876,-1.0000,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CDQ,,0,NA,0.2431,-1.0000,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CDQE,,0,NA,0.4859,-1.0000,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CQO,,0,NA,0.2431,-1.0000,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CWD,,0,NA,0.4858,-1.0000,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CWDE,,0,NA,0.4866,-1.0000,convert,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
PMOVSXBW,"ymm,xmm",256,int16,0.9758,0.2442,convert,x86,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXDQ,"ymm,xmm",256,NA,0.0615,0.2441,convert,x86,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVSXWD,"ymm,xmm",256,int32,0.9758,0.2442,convert,x86,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXBW,"ymm,xmm",256,int16,0.9762,0.2441,convert,x86,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXDQ,"ymm,xmm",256,NA,0.0158,0.2441,convert,x86,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
PMOVZXWD,"ymm,xmm",256,int32,0.9756,0.2442,convert,x86,zen4_simd_int_exhaustive_2026-04-04.csv,valid,legacy
CLC/STC/CMC,,0,NA,-1.0000,0.0912,flag,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
LAHF,,0,NA,2.0125,-1.0000,flag,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SAHF,,0,NA,-1.0000,0.1367,flag,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SETNE,r8,0,NA,1.5091,0.2732,flag,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
LEA,[rip+disp],0,NA,-1.0000,0.1372,lea,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LEA,[b+i*8+d],0,NA,0.9898,-1.0000,lea,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOV,"r64,[m64]",0,NA,3.4619,0.3867,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOV,"r32,[m32]",0,NA,3.4573,0.3821,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOV,"r16,[m16]",0,NA,3.9763,0.3802,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOV,"r8,[m8]",0,NA,3.9194,0.3725,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOVSX,"r64,[m8]",0,NA,3.9757,0.3669,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOVSX,"r64,[m16]",0,NA,3.9193,0.3642,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOVZX,"r64,[m8]",0,NA,3.5508,0.3663,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
MOVZX,"r64,[m16]",0,NA,3.4983,0.3900,load,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LOCK ADD,"[m64],r64",0,NA,3.7498,-1.0000,lock,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LOCK AND,"[m64],r64",0,NA,3.7087,-1.0000,lock,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LOCK CMPXCHG,"[m64],r64",0,NA,4.4709,-1.0000,lock,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LOCK OR,"[m64],r64",0,NA,3.7812,-1.0000,lock,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LOCK SUB,"[m64],r64",0,NA,3.6980,-1.0000,lock,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LOCK XADD,"[m64],r64",0,NA,3.9633,-1.0000,lock,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
LOCK XOR,"[m64],r64",0,NA,3.7094,-1.0000,lock,x86,zen4_scalar_memory_exhaustive_2026-04-04.csv,valid,gpr
AND,"r64,r64",0,NA,0.4858,0.1366,logic,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
NOT,r64,0,NA,0.4836,0.1361,logic,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
OR,"r64,r64",0,NA,0.4856,0.1366,logic,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
TEST,"r64,r64",0,NA,-1.0000,0.1362,logic,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
XOR,"r64,r64",0,NA,0.4855,0.1366,logic,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CPUID,,0,NA,-1.0000,1032.3250,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
LFENCE,,0,NA,-1.0000,8.5171,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MFENCE,,0,NA,-1.0000,30.5057,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
NOP,1-byte,0,NA,-1.0000,0.0608,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
NOP,2-byte,0,NA,-1.0000,0.0608,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
NOP,3-byte,0,NA,-1.0000,0.1216,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
PUSH/POP,r64,0,NA,-1.0000,0.2383,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
RDRAND,r64,0,NA,-1.0000,32.9956,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
RDSEED,r64,0,NA,-1.0000,38749.3950,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
RDTSC,,0,NA,-1.0000,17.3811,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
RDTSCP,,0,NA,-1.0000,32.1006,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
SFENCE,,0,NA,-1.0000,0.4951,misc,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
CMOVNE,"r64,r64",0,NA,0.4828,0.2712,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
LEA,[r+r],0,NA,0.4822,0.1356,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
LEA,[r+r*s+d],0,NA,0.9627,0.2581,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MOV,"r64,r64",0,NA,0.1208,0.1207,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MOV,"r32,r32",0,NA,0.1210,0.0907,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MOVSX,"r64,r8",0,NA,0.4823,0.1355,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MOVSX,"r64,r16",0,NA,0.4824,0.1357,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MOVSXD,"r64,r32",0,NA,0.4820,0.1355,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MOVZX,"r64,r8",0,NA,0.4929,0.1362,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
MOVZX,"r64,r16",0,NA,0.4894,0.1359,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
XCHG,"r64,r64",0,NA,0.2025,0.1817,move,x86,zen4_scalar_exhaustive_2026-04-04.csv,valid,gpr
